movieId,title,author,date,views,likes,link
67f4fdfebda6e4a3b703e078,How wind energy could power Earth ... 18 times over,Dan Jørgensen,October 2021,632000,18000,https://ted.com/talks/dan_jorgensen_how_wind_energy_could_power_earth_18_times_over
67f4fdfebda6e4a3b703e079,The incredible cancer-detecting potential of photoacoustic imaging,Lei Li,August 2021,97000,2900,https://ted.com/talks/lei_li_the_incredible_cancer_detecting_potential_of_photoacoustic_imaging
67f4fdfebda6e4a3b703e07a,How to fix two of the most broken systems in the US,Nick Turner and Whitney Pennington Rodgers,November 2021,609000,18000,https://ted.com/talks/nick_turner_and_whitney_pennington_rodgers_how_to_fix_two_of_the_most_broken_systems_in_the_us
67f4fdfebda6e4a3b703e07b,Can you outsmart the fallacy that divided a nation?,Elizabeth Cox,February 2022,363000,10000,https://ted.com/talks/elizabeth_cox_can_you_outsmart_the_fallacy_that_divided_a_nation
67f4fdfebda6e4a3b703e07c,Sex education should start with consent, Kaz,December 2021,649000,19000,https://ted.com/talks/kaz_sex_education_should_start_with_consent
67f4fdfebda6e4a3b703e07d,Smart solutions to decarbonize buildings,Katie McGinty,January 2022,134000,4000,https://ted.com/talks/katie_mcginty_smart_solutions_to_decarbonize_buildings
67f4fdfebda6e4a3b703e07e,How to provide cooling for everyone — without warming the planet,Rachel Kyte,October 2021,613000,18000,https://ted.com/talks/rachel_kyte_how_to_provide_cooling_for_everyone_without_warming_the_planet
67f4fdfebda6e4a3b703e07f,The mind-bending art of deep time,Katie Paterson,December 2021,817000,24000,https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time
67f4fdfebda6e4a3b703e080,"The myth of Anansi, the trickster spider",Emily Zobel Marshall,January 2022,411000,12000,https://ted.com/talks/emily_zobel_marshall_the_myth_of_anansi_the_trickster_spider
67f4fdfebda6e4a3b703e081, A different understanding of American patriotism,Deval Patrick,July 2021,700000,21000,https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism
67f4fdfebda6e4a3b703e082,4 ways to redefine power at work to include women of color,Rha Goddess and Deepa Purushothaman,December 2021,678000,20000,https://ted.com/talks/rha_goddess_and_deepa_purushothaman_4_ways_to_redefine_power_at_work_to_include_women_of_color
67f4fdfebda6e4a3b703e083,How to boost nature-based solutions to climate change,Zac Goldsmith,October 2021,30000,913,https://ted.com/talks/zac_goldsmith_how_to_boost_nature_based_solutions_to_climate_change
67f4fdfebda6e4a3b703e084,Which animal has the best eyesight?,Thomas W. Cronin,January 2022,743000,22000,https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight
67f4fdfebda6e4a3b703e085,The new reality of fashion is digital,Gala Marija Vrbanic,December 2021,669000,20000,https://ted.com/talks/gala_marija_vrbanic_the_new_reality_of_fashion_is_digital
67f4fdfebda6e4a3b703e086,Are brain waves the secret to treating Alzheimer's?,Li-Huei Tsai,August 2021,766000,23000,https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s
67f4fdfebda6e4a3b703e087,What if women built the world they want to see?,Emily Pilloton-Lam,December 2021,789000,23000,https://ted.com/talks/emily_pilloton_lam_what_if_women_built_the_world_they_want_to_see
67f4fdfebda6e4a3b703e088,How to fix broken supply chains,Dustin Burke,September 2021,800000,24000,https://ted.com/talks/dustin_burke_how_to_fix_broken_supply_chains
67f4fdfebda6e4a3b703e089,Can you solve the birthday cake riddle?,Marie Brodsky,January 2022,601000,18000,https://ted.com/talks/marie_brodsky_can_you_solve_the_birthday_cake_riddle
67f4fdfebda6e4a3b703e08a,What you need to know about carbon removal,Gabrielle Walker,October 2021,732000,21000,https://ted.com/talks/gabrielle_walker_what_you_need_to_know_about_carbon_removal
67f4fdfebda6e4a3b703e08b,How radical hospitality can change the lives of the formerly incarcerated,Reuben Jonathan Miller,November 2021,751000,22000,https://ted.com/talks/reuben_jonathan_miller_how_radical_hospitality_can_change_the_lives_of_the_formerly_incarcerated
67f4fdfebda6e4a3b703e08c,The tragic myth of the Sun God's son,Iseult Gillespie,January 2022,998000,29000,https://ted.com/talks/iseult_gillespie_the_tragic_myth_of_the_sun_god_s_son
67f4fdfebda6e4a3b703e08d,"The unexpected, underwater plant fighting climate change",Carlos M. Duarte,August 2021,786000,23000,https://ted.com/talks/carlos_m_duarte_the_unexpected_underwater_plant_fighting_climate_change
67f4fdfebda6e4a3b703e08e,How to break down barriers and not accept limits,Candace Parker,December 2021,1000000,32000,https://ted.com/talks/candace_parker_how_to_break_down_barriers_and_not_accept_limits
67f4fdfebda6e4a3b703e08f,"""A Ride With Polly Jean"" / ""Ali Farka Touche""",Jenny Scheinman with Nels Cline and Todd Sickafoose,August 2021,20000,606,https://ted.com/talks/jenny_scheinman_with_nels_cline_and_todd_sickafoose_a_ride_with_polly_jean_ali_farka_touche
67f4fdfebda6e4a3b703e090,Why do cats have vertical pupils?,Emma Bryce,January 2022,2300000,70000,https://ted.com/talks/emma_bryce_why_do_cats_have_vertical_pupils
67f4fdfebda6e4a3b703e091,Why great leaders take humor seriously,Jennifer Aaker and Naomi Bagdonas,August 2021,1000000,32000,https://ted.com/talks/jennifer_aaker_and_naomi_bagdonas_why_great_leaders_take_humor_seriously
67f4fdfebda6e4a3b703e092,One company at a time,American Family Insurance,January 2022,10000,312,https://ted.com/talks/american_family_insurance_one_company_at_a_time
67f4fdfebda6e4a3b703e093,How comic strips create better health care,Sam Hester,June 2021,880000,26000,https://ted.com/talks/sam_hester_how_comic_strips_create_better_health_care
67f4fdfebda6e4a3b703e094,Why is it so hard to escape poverty?,Ann-Helén Bay,January 2022,1500000,47000,https://ted.com/talks/ann_helen_bay_why_is_it_so_hard_to_escape_poverty
67f4fdfebda6e4a3b703e095,"""You and I"" / ""Attention""",Charlie Puth,October 2021,19000,580,https://ted.com/talks/charlie_puth_you_and_i_attention
67f4fdfebda6e4a3b703e096,How to realistically decarbonize the oil and gas industry,Bjørn Otto Sverdrup,October 2021,825000,24000,https://ted.com/talks/bjorn_otto_sverdrup_how_to_realistically_decarbonize_the_oil_and_gas_industry
67f4fdfebda6e4a3b703e097,"I'm tired of people telling me to ""grind""",Pardis Parker,August 2021,90000,2700,https://ted.com/talks/pardis_parker_i_m_tired_of_people_telling_me_to_grind
67f4fdfebda6e4a3b703e098,How biochar removes CO2 from the air — and helps farmers thrive,Axel Reinaud,September 2021,888000,26000,https://ted.com/talks/axel_reinaud_how_biochar_removes_co2_from_the_air_and_helps_farmers_thrive
67f4fdfebda6e4a3b703e099,"The creativity, innovation and ingenuity languishing in US prisons",Brittany K. Barnett,November 2021,839000,25000,https://ted.com/talks/brittany_k_barnett_the_creativity_innovation_and_ingenuity_languishing_in_us_prisons
67f4fdfebda6e4a3b703e09a,The architectural mastermind behind modern Singapore,Liu Thai Ker,March 2021,951000,28000,https://ted.com/talks/liu_thai_ker_the_architectural_mastermind_behind_modern_singapore
67f4fdfebda6e4a3b703e09b,The myth of Loki's monstrous children,Iseult Gillespie,January 2022,761000,22000,https://ted.com/talks/iseult_gillespie_the_myth_of_loki_s_monstrous_children
67f4fdfebda6e4a3b703e09c,"What makes a job ""good"" — and the case for investing in people",Warren Valdmanis,September 2021,992000,29000,https://ted.com/talks/warren_valdmanis_what_makes_a_job_good_and_the_case_for_investing_in_people
67f4fdfebda6e4a3b703e09d,Language shouldn't be a barrier to climate action,Sophia Kianni,October 2021,861000,25000,https://ted.com/talks/sophia_kianni_language_shouldn_t_be_a_barrier_to_climate_action
67f4fdfebda6e4a3b703e09e,Human-centered justice,American Family Insurance,January 2022,11000,342,https://ted.com/talks/american_family_insurance_human_centered_justice
67f4fdfebda6e4a3b703e09f,Why is the Mona Lisa so famous?,Noah Charney,January 2022,1100000,33000,https://ted.com/talks/noah_charney_why_is_the_mona_lisa_so_famous
67f4fdfebda6e4a3b703e0a0,How moms shape the world,Anna Malaika Tubbs,December 2021,864000,25000,https://ted.com/talks/anna_malaika_tubbs_how_moms_shape_the_world
67f4fdfebda6e4a3b703e0a1,Why a free and fair internet is more vital than ever,Priscilla Chomba-Kinywa,April 2021,1100000,33000,https://ted.com/talks/priscilla_chomba_kinywa_why_a_free_and_fair_internet_is_more_vital_than_ever
67f4fdfebda6e4a3b703e0a2,It's time to write a new climate story, Countdown,October 2021,11000,332,https://ted.com/talks/countdown_it_s_time_to_write_a_new_climate_story
67f4fdfebda6e4a3b703e0a3,"Blood, concrete, and dynamite: Building the Hoover Dam",Alex Gendler,December 2021,724000,21000,https://ted.com/talks/alex_gendler_blood_concrete_and_dynamite_building_the_hoover_dam
67f4fdfebda6e4a3b703e0a4,4 ways the COVID-19 pandemic changed the way we sleep,Matt Walker,December 2021,295000,8800,https://ted.com/talks/matt_walker_4_ways_the_covid_19_pandemic_changed_the_way_we_sleep
67f4fdfebda6e4a3b703e0a5,You can only save one— who do you choose?,Doug MacKay,December 2021,1300000,40000,https://ted.com/talks/doug_mackay_you_can_only_save_one_who_do_you_choose
67f4fdfebda6e4a3b703e0a6,How to escape the cynicism trap,Jamil Zaki,August 2021,1100000,33000,https://ted.com/talks/jamil_zaki_how_to_escape_the_cynicism_trap
67f4fdfebda6e4a3b703e0a7,"Use your voice, vote and wallet for climate action",Halla Tómasdóttir,December 2021,969000,29000,https://ted.com/talks/halla_tomasdottir_use_your_voice_vote_and_wallet_for_climate_action
67f4fdfebda6e4a3b703e0a8,A king cobra bite — and a scientific discovery,Gowri Shankar,May 2021,1000000,30000,https://ted.com/talks/gowri_shankar_a_king_cobra_bite_and_a_scientific_discovery
67f4fdfebda6e4a3b703e0a9,How we could better predict and stop floods,Virginia Smith,March 2021,986000,29000,https://ted.com/talks/virginia_smith_how_we_could_better_predict_and_stop_floods
67f4fdfebda6e4a3b703e0aa,Dreams and details for a decarbonized future,Jim Hagemann Snabe,October 2021,837000,25000,https://ted.com/talks/jim_hagemann_snabe_dreams_and_details_for_a_decarbonized_future
67f4fdfebda6e4a3b703e0ab,The dark history of Mount Rushmore,Ned Blackhawk and Jeffrey D. Means,December 2021,527000,15000,https://ted.com/talks/ned_blackhawk_and_jeffrey_d_means_the_dark_history_of_mount_rushmore
67f4fdfebda6e4a3b703e0ac,"Siri, Alexa, Google ... what comes next?",Karen Lellouche Tordjman,September 2021,1000000,32000,https://ted.com/talks/karen_lellouche_tordjman_siri_alexa_google_what_comes_next
67f4fdfebda6e4a3b703e0ad,A new way to help young people with their mental health,Tom Osborn,August 2021,1000000,32000,https://ted.com/talks/tom_osborn_a_new_way_to_help_young_people_with_their_mental_health
67f4fdfebda6e4a3b703e0ae,How to deal with your insomnia — and finally get to sleep,Matt Walker,December 2021,311000,9300,https://ted.com/talks/matt_walker_how_to_deal_with_your_insomnia_and_finally_get_to_sleep
67f4fdfebda6e4a3b703e0af,Would you raise the bird that murdered your children?,Steve Rothstein,December 2021,1200000,37000,https://ted.com/talks/steve_rothstein_would_you_raise_the_bird_that_murdered_your_children
67f4fdfebda6e4a3b703e0b0,A vision of sustainable housing for all of humanity,Vishaan Chakrabarti,October 2021,1000000,30000,https://ted.com/talks/vishaan_chakrabarti_a_vision_of_sustainable_housing_for_all_of_humanity
67f4fdfebda6e4a3b703e0b1,"""Your Song"" / ""Real Life""", Joan As Police Woman,August 2021,3800,115,https://ted.com/talks/joan_as_police_woman_your_song_real_life
67f4fdfebda6e4a3b703e0b2,3 ways to prepare society for the next pandemic,Jennifer B. Nuzzo,December 2021,1100000,33000,https://ted.com/talks/jennifer_b_nuzzo_3_ways_to_prepare_society_for_the_next_pandemic
67f4fdfebda6e4a3b703e0b3,The need for family reunification — to make families whole again,Elizabeth Zion,December 2021,1000000,31000,https://ted.com/talks/elizabeth_zion_the_need_for_family_reunification_to_make_families_whole_again
67f4fdfebda6e4a3b703e0b4,Education is a fundamental right for every child,Makhtoum Abdalla,December 2021,1000000,32000,https://ted.com/talks/makhtoum_abdalla_education_is_a_fundamental_right_for_every_child
67f4fdfebda6e4a3b703e0b5,The life-changing power of assistive technologies,Jane Velkovski,December 2021,1000000,31000,https://ted.com/talks/jane_velkovski_the_life_changing_power_of_assistive_technologies
67f4fdfebda6e4a3b703e0b6,How to protect your mental well-being online — from a Gen-Zer,Peachy Liv,December 2021,981000,29000,https://ted.com/talks/peachy_liv_how_to_protect_your_mental_well_being_online_from_a_gen_zer
67f4fdfebda6e4a3b703e0b7,A next-generation solution to climate crisis,Nkosilathi Nyathi,December 2021,200000,6000,https://ted.com/talks/nkosilathi_nyathi_a_next_generation_solution_to_climate_crisis
67f4fdfebda6e4a3b703e0b8,"""Astral Plane""",Valerie June,October 2021,2500,76,https://ted.com/talks/valerie_june_astral_plane
67f4fdfebda6e4a3b703e0b9,5 keys to shifting to a well-being economy — and the cost of inaction,Sandrine Dixson-Declève,October 2021,4900,147,https://ted.com/talks/sandrine_dixson_decleve_5_keys_to_shifting_to_a_well_being_economy_and_the_cost_of_inaction
67f4fdfebda6e4a3b703e0ba,3 ways to lower the barriers to higher education,Adrian K. Haugabrook,August 2021,1100000,34000,https://ted.com/talks/adrian_k_haugabrook_3_ways_to_lower_the_barriers_to_higher_education
67f4fdfebda6e4a3b703e0bb,How one of the most profitable companies in history rose to power,Adam Clulow,December 2021,635000,19000,https://ted.com/talks/adam_clulow_how_one_of_the_most_profitable_companies_in_history_rose_to_power
67f4fdfebda6e4a3b703e0bc,How going to Mars improves life on Earth,Eric Hinterman,May 2021,1000000,32000,https://ted.com/talks/eric_hinterman_how_going_to_mars_improves_life_on_earth
67f4fdfebda6e4a3b703e0bd,Africans should lead on health care solutions for Africa,Francisca Mutapi,December 2021,4000,120,https://ted.com/talks/francisca_mutapi_africans_should_lead_on_health_care_solutions_for_africa
67f4fdfebda6e4a3b703e0be,The end of Roe v. Wade — and what comes next for reproductive freedom,Kathryn Kolbert,December 2021,1000000,32000,https://ted.com/talks/kathryn_kolbert_the_end_of_roe_v_wade_and_what_comes_next_for_reproductive_freedom
67f4fdfebda6e4a3b703e0bf,4 steps to hiring fairly — and supporting criminal justice reform,Nyra Jordan,November 2021,1100000,33000,https://ted.com/talks/nyra_jordan_4_steps_to_hiring_fairly_and_supporting_criminal_justice_reform
67f4fdfebda6e4a3b703e0c0,How sleep affects what (and how much) you eat,Matt Walker,December 2021,315000,9400,https://ted.com/talks/matt_walker_how_sleep_affects_what_and_how_much_you_eat
67f4fdfebda6e4a3b703e0c1,"Yes, scientists are actually building an elevator to space",Fabio Pacucci,December 2021,714000,21000,https://ted.com/talks/fabio_pacucci_yes_scientists_are_actually_building_an_elevator_to_space
67f4fdfebda6e4a3b703e0c2,How to end the pandemic — and prepare for the next,Maria Van Kerkhove,December 2021,1200000,36000,https://ted.com/talks/maria_van_kerkhove_how_to_end_the_pandemic_and_prepare_for_the_next
67f4fdfebda6e4a3b703e0c3,3 questions to build resilience — and change the world,Sister True Dedication,October 2021,1200000,38000,https://ted.com/talks/sister_true_dedication_3_questions_to_build_resilience_and_change_the_world
67f4fdfebda6e4a3b703e0c4,Community investment is the missing piece of climate action,Dawn Lippert,October 2021,1000000,32000,https://ted.com/talks/dawn_lippert_community_investment_is_the_missing_piece_of_climate_action
67f4fdfebda6e4a3b703e0c5,The dream of educating Afghan girls lives on,Shabana Basij-Rasikh,December 2021,1400000,44000,https://ted.com/talks/shabana_basij_rasikh_the_dream_of_educating_afghan_girls_lives_on
67f4fdfebda6e4a3b703e0c6,How gratitude rewires your brain,Christina Costa,March 2021,1400000,44000,https://ted.com/talks/christina_costa_how_gratitude_rewires_your_brain
67f4fdfebda6e4a3b703e0c7,Can stereotypes ever be good?,Sheila Marie Orfano and Densho,December 2021,475000,14000,https://ted.com/talks/sheila_marie_orfano_and_densho_can_stereotypes_ever_be_good
67f4fdfebda6e4a3b703e0c8,The value of kindness at work,James Rhee,September 2021,1300000,41000,https://ted.com/talks/james_rhee_the_value_of_kindness_at_work
67f4fdfebda6e4a3b703e0c9,What is melatonin — and should you take it to fall asleep?,Matt Walker,December 2021,422000,12000,https://ted.com/talks/matt_walker_what_is_melatonin_and_should_you_take_it_to_fall_asleep
67f4fdfebda6e4a3b703e0ca,The life cycle of a pair of jeans,Madhavi Venkatesan,November 2021,315000,9400,https://ted.com/talks/madhavi_venkatesan_the_life_cycle_of_a_pair_of_jeans
67f4fdfebda6e4a3b703e0cb,Is it really that bad to marry my cousin?,Mona Chalabi,November 2021,277000,8300,https://ted.com/talks/mona_chalabi_is_it_really_that_bad_to_marry_my_cousin
67f4fdfebda6e4a3b703e0cc,It's impossible to have healthy people on a sick planet,Shweta Narayan,October 2021,1200000,36000,https://ted.com/talks/shweta_narayan_it_s_impossible_to_have_healthy_people_on_a_sick_planet
67f4fdfebda6e4a3b703e0cd,The surprising health benefits of dreaming,Matt Walker,November 2021,357000,10000,https://ted.com/talks/matt_walker_the_surprising_health_benefits_of_dreaming
67f4fdfebda6e4a3b703e0ce,"Dear world leaders, these are our climate demands","Xiye Bastida, Shiv Soin and Latif Nasser",October 2021,260000,7800,https://ted.com/talks/xiye_bastida_shiv_soin_and_latif_nasser_dear_world_leaders_these_are_our_climate_demands
67f4fdfebda6e4a3b703e0cf,The science of extreme weather — and how to reduce the harm,"Al Roker, Al Gore, David Biello and Latif Nasser",October 2021,331000,9900,https://ted.com/talks/al_roker_al_gore_david_biello_and_latif_nasser_the_science_of_extreme_weather_and_how_to_reduce_the_harm
67f4fdfebda6e4a3b703e0d0,The wild sex lives of marine creatures,Luka Seamus Wright,November 2021,543000,16000,https://ted.com/talks/luka_seamus_wright_the_wild_sex_lives_of_marine_creatures
67f4fdfebda6e4a3b703e0d1,The forest is our teacher. It's time to respect it,Nemonte Nenquimo,October 2021,1000000,32000,https://ted.com/talks/nemonte_nenquimo_the_forest_is_our_teacher_it_s_time_to_respect_it
67f4fdfebda6e4a3b703e0d2,How accurate is the weather forecast?,Mona Chalabi,November 2021,237000,7100,https://ted.com/talks/mona_chalabi_how_accurate_is_the_weather_forecast
67f4fdfebda6e4a3b703e0d3,An action plan for solving the climate crisis,John Doerr and Ryan Panchadsaram,October 2021,1200000,36000,https://ted.com/talks/john_doerr_and_ryan_panchadsaram_an_action_plan_for_solving_the_climate_crisis
67f4fdfebda6e4a3b703e0d4,The science of preserving sight,Joshua Chu-Tan,August 2019,1200000,36000,https://ted.com/talks/joshua_chu_tan_the_science_of_preserving_sight
67f4fdfebda6e4a3b703e0d5,Can you solve the human cannonball riddle? ,Alex Rosenthal,November 2021,441000,13000,https://ted.com/talks/alex_rosenthal_can_you_solve_the_human_cannonball_riddle
67f4fdfebda6e4a3b703e0d6,Can climate change ever be funny? 17 comedians try to answer,Rainn Wilson,October 2021,7100,214,https://ted.com/talks/rainn_wilson_can_climate_change_ever_be_funny_17_comedians_try_to_answer
67f4fdfebda6e4a3b703e0d7,Your self-driving robotaxi is almost here,Aicha Evans,August 2021,1300000,40000,https://ted.com/talks/aicha_evans_your_self_driving_robotaxi_is_almost_here
67f4fdfebda6e4a3b703e0d8,Nature's fortress: How cacti keep water in and predators out,Lucas C. Majure,November 2021,463000,13000,https://ted.com/talks/lucas_c_majure_nature_s_fortress_how_cacti_keep_water_in_and_predators_out
67f4fdfebda6e4a3b703e0d9,A program to empower Black teachers in the US,Larry Irvin,September 2021,1200000,37000,https://ted.com/talks/larry_irvin_a_program_to_empower_black_teachers_in_the_us
67f4fdfebda6e4a3b703e0da,An ever-evolving map of everything on Earth,Jack Dangermond,October 2021,1200000,36000,https://ted.com/talks/jack_dangermond_an_ever_evolving_map_of_everything_on_earth
67f4fdfebda6e4a3b703e0db,Are naps actually good for us?,Matt Walker,November 2021,485000,14000,https://ted.com/talks/matt_walker_are_naps_actually_good_for_us
67f4fdfebda6e4a3b703e0dc,"""I Can See Clearly Now""","Tyrone Davis, Jr.",August 2021,6200,186,https://ted.com/talks/tyrone_davis_jr_i_can_see_clearly_now
67f4fdfebda6e4a3b703e0dd,"""Back on My Feet""", Kimberose,September 2021,3000,91,https://ted.com/talks/kimberose_back_on_my_feet
67f4fdfebda6e4a3b703e0de,How to make a sad story funny,Jodie Houlston-Lau,November 2021,340000,10000,https://ted.com/talks/jodie_houlston_lau_how_to_make_a_sad_story_funny
67f4fdfebda6e4a3b703e0df,The crucial intersection of climate and capital,Nili Gilbert,October 2021,1200000,37000,https://ted.com/talks/nili_gilbert_the_crucial_intersection_of_climate_and_capital
67f4fdfebda6e4a3b703e0e0,Which box do I check?,Mona Chalabi,November 2021,227000,6800,https://ted.com/talks/mona_chalabi_which_box_do_i_check
67f4fdfebda6e4a3b703e0e1,3 steps to getting what you want in a negotiation,Ruchi Sinha,November 2021,1900000,57000,https://ted.com/talks/ruchi_sinha_3_steps_to_getting_what_you_want_in_a_negotiation
67f4fdfebda6e4a3b703e0e2,Tracking the whole world's carbon emissions — with satellites and AI,Gavin McCormick,October 2021,1300000,39000,https://ted.com/talks/gavin_mccormick_tracking_the_whole_world_s_carbon_emissions_with_satellites_and_ai
67f4fdfebda6e4a3b703e0e3,The rise of predatory scams — and how to prevent them,Jane Walsh,June 2021,1300000,39000,https://ted.com/talks/jane_walsh_the_rise_of_predatory_scams_and_how_to_prevent_them
67f4fdfebda6e4a3b703e0e4,The twins who tricked the Maya gods of death,Ilan Stavans,November 2021,860000,25000,https://ted.com/talks/ilan_stavans_the_twins_who_tricked_the_maya_gods_of_death
67f4fdfebda6e4a3b703e0e5,"""Being Human""",Naima Penniman,October 2021,1200000,36000,https://ted.com/talks/naima_penniman_being_human
67f4fdfebda6e4a3b703e0e6,Leave only footprints that will wash away,Children of Palau,October 2021,205000,6100,https://ted.com/talks/children_of_palau_leave_only_footprints_that_will_wash_away
67f4fdfebda6e4a3b703e0e7,The many reasons to eat a plant-based diet,Derek Sarno,October 2021,1000000,32000,https://ted.com/talks/derek_sarno_the_many_reasons_to_eat_a_plant_based_diet
67f4fdfebda6e4a3b703e0e8,The powerful women on the front lines of climate action,Farwiza Farhan,October 2021,1000000,32000,https://ted.com/talks/farwiza_farhan_the_powerful_women_on_the_front_lines_of_climate_action
67f4fdfebda6e4a3b703e0e9,A bold plan to protect 30 percent of the Earth's surface and ocean floor,Enric Sala,October 2021,1000000,30000,https://ted.com/talks/enric_sala_a_bold_plan_to_protect_30_percent_of_the_earth_s_surface_and_ocean_floor
67f4fdfebda6e4a3b703e0ea,A vision for sustainable energy in Africa,Chibeze Ezekiel,October 2021,221000,6600,https://ted.com/talks/chibeze_ezekiel_a_vision_for_sustainable_energy_in_africa
67f4fdfebda6e4a3b703e0eb,"How your brain invents your ""self""",Anil Seth,October 2021,1500000,47000,https://ted.com/talks/anil_seth_how_your_brain_invents_your_self
67f4fdfebda6e4a3b703e0ec,Why better sleep means a better sex life,Matt Walker,November 2021,463000,13000,https://ted.com/talks/matt_walker_why_better_sleep_means_a_better_sex_life
67f4fdfebda6e4a3b703e0ed,Why do some people snore so loudly?,Alayna Vaughan,November 2021,406000,12000,https://ted.com/talks/alayna_vaughan_why_do_some_people_snore_so_loudly
67f4fdfebda6e4a3b703e0ee,How small countries can make a big impact on climate change,Nicola Sturgeon,October 2021,1200000,38000,https://ted.com/talks/nicola_sturgeon_how_small_countries_can_make_a_big_impact_on_climate_change
67f4fdfebda6e4a3b703e0ef,How did we get fertility so wrong?,Mona Chalabi,November 2021,276000,8200,https://ted.com/talks/mona_chalabi_how_did_we_get_fertility_so_wrong
